key,message,Final Category
2938,hi hi i did not receive any code. its already 3 weeks. still i didn't get. what's the problem,voucher
2939,hi,greeting
2940,hello,greeting
2941,"hi,sir I didn't get any points till 20 days .can you say any problem is there",checkin
2942,hi,greeting
2943,is brand factory clothing available for check in in bounty,checkin
2944,is brand factory clothing available for check in in bounty,checkin
2945,where can we see what all is listed in your app,checkin
2946,if I'm at your partner location also im not getting the auto points,checkin
2947,hi i could not register my number 7799098977 help me out,other
2948,hi,greeting
2949,hii,greeting
2950,hi,greeting
2951,hi,greeting
2952,hi,greeting
2953,hi,greeting
2954,guys my amazon code is not working,voucher not working
2955,Hi team I dint recived flipkart voucher get back soon in this issue,voucher
2956,hii I redmee for 100 rupees freecharge coupan but I didnot get yet,voucher
2957,ppl its been long time i ask for 100 rs recharge why now days u ppl take this much time to send gift voucher ok plzz come soo ok come back soon,voucher
2958,it's been one month since i requested for the freecharge gift voucher and still no response from bounty,voucher
2959,hi,greeting
2960,hi,greeting
2961,Hai How much time to take Hello,voucher
2962,hello,greeting
2963,hi,greeting
2964,hello,greeting
2965,i didnt get 500 rs voucher which i had redeemed 2 months back other than tat u guys have sent me 100 rs voucher....,voucher
2966,I don't wants any points last one month k who is ninjas,checkin
2967,I have ordered one ear phone 20 days back it I have ordered one ear phone 20 days back but till I didn't get that product please help me sir,voucher
2968,hi,greeting
2969,hi,greeting
2970,"I am not able to check-in, after updation bounty Is not recognising my location",checkin
2971,hii m nt getting bounty points past 1 month why,checkin
2972,hi,greeting
2973,Hello I've updated the app but I still don't get my rewards,checkin
2974,whyy bounty is not giving any points from last 20 days,checkin
2975,hi,greeting
2976,i just received only 2points even successful check in also please fix this problem for me,points
2977,i did not get bounty points even i beside restaurants,checkin
2978,i have applied for dominos coupon.. but till now i didnt get that,voucher
2979,i have applied for dominos 250 rs gift coupon.. but till now i didnt get that https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1ODAxMzA2ODE0OTExNjc1.png,voucher
2980,hi i have requested for a coupon worth Rs 500 on March 7. When can i expect it?,voucher
2981,Why i didn't get any points,checkin
2982,Hi,greeting
2983,almost 15 days ago i have redeemed 100 points for mobile recharge coupon... but till today i didn't get any response from you,voucher
2984,4 days over installing app still i didn't get points,checkin
2985,I  dint  get  my coupon  yet its been a month  nw,voucher
2986,Hello am not able to get the check in alerts,checkin
2987,hii,greeting
2988,hi actually i put a order to u on feb7 2016 upto now i didnot got any update or any message so pls confirm immediately,voucher
2989,hello,greeting
2990,hi i didnt received my redemprion coupon please help,voucher
2991,"hi I've requested for freecharge voucher on 14feb and i haven't received any as of now, please check and send asap. i redeemed for mobile recharge i need recharge voucher not ebay or similar",voucher
2992,i am getting check in but no points,other
2993,I requested for freecharge coupons i got mail like they are unable to process so please provide the flipkart coupons instead of free charge,voucher
2994,"i had redeemed 300 points for three 100 amazon voucher's on feb 7th, feb 8th and recently another one but i didn't get even one voucher till now.",voucher
2995,when sorry i didn't see today in your message and i have to receive three vouches,voucher
2996,"hi i had redeemed my points for 100rs amazon voucher's on feb7th, feb8th, feb28th and till now i didn't receive even one voucher i want to know when i will receive them",voucher
2997,haven't received freecharge voucher i redeemed on 15th feb,voucher
2998,i have for a freecharge coupon worth Rs. 100 on 13th feb but I have not recieved it till now,voucher
2999,I have applied for a freecharge coupon on 13th Feb worth Rs. 100 but till now i have not recieved my gift voucher,voucher
3000,hello.. recently i got notification so i click that.. but i didn't get points..,other
3001,I had seized my 500 points for freecharge voucher worth 500rs. Its been nearly 20days but still haven't got the voucher back,voucher
3002,hii i redeemed my points i cant get the voucher code,voucher
3003,want to know about my redeem request. I sent the request on Feb 12 and it's been more than a month,voucher
3004,hello actually i have completed recharge on this no. 9739666386 before one month but did not getting any Boucher code,voucher
3005,hello i have completed recharge but not getting my bocher code i m waiting last one month,voucher
3006,"i have upgraded to the new version , now iam not getting any alerts and my redeem request is pending from 5th feb, can you pls advise o",voucher
3007,hii,greeting
3008,hii mam this is govind my bounty reward points is not coming from two months ago please check this problem,checkin
3009,how do I redeem gift voucher  in ebay I got rs 200 coupon but I could not use it it tells invalid code,voucher not working
3010,i put request for redeem my points on feb 7th still i didn't get coupan,voucher
3011,hi i am not able to check in using bounty it does not give notifications,checkin
3012,i am not getting 10 points when i am re vaild the location also what happen,checkin
3013,"i didn't get my 100 Rs reacharge. This is how many days , still u required to process that recharge stuff. this is waste application.",voucher
3014,why every time I'm getting enable location dialog box even i enabled it,checkin
3015,Hi I have opted for 100 / - mobile recharge. I have not received any information about this.... asked me to update my app... I did this for many times and found the version in playstore is of 4.1 only...,voucher
3016,hi points not adding when i am in bounty alarm coming but points not came,checkin
3017,Hi,greeting
3018,there is redeem request is still pending please have a look at it,voucher
3019,hi hi i have redeemed 300 points for bookmyshow,voucher
3020,"this app is not working i am not able to receive any bounty tone, also my friend refer me for this app neither he nor me receive any referral bonus. I have used my friends referral code PP696 but 50 bounty is not credited in our account.",checkin
3021,heyy i had redeemed my voucher for dominos and till date i havnt received yet have sent emails and till date there has been no response,voucher
3022,"hi i have requested for a amazon coupon a month back yet i have not received yesterday i got a pop up saying i need to update my app to get voucher, but my app is already updated",voucher
3023,change the mobile no,other
3024,i did not receive 50 points upon check in...even i had enetered a reference code at the time of signup please check this once helloo,referral points
3025,please send my voucher fast,voucher
3026,I'm waiting for my recharge coupon its been 1month hello okay,voucher
3027,no problem i will wait,voucher
3028,hi i installed bounti by my frd referral code but we did not get 50 reward points,referral points
3029,hi,greeting
3030,Hi team i requested e voucher on 18tj feb still i did not received,voucher
3031,hi,greeting
3032,hello Sir I have requested for my reward of bookmyshow coupon worth.  300 points on 1 of this month,voucher
3033,ok sir Sir it's already more then 10 days..but still I dint got that..,voucher
3034,excuse me sir i didn't get my vocher again,voucher
3035,I haven't received my giftcard yey yet,voucher
3036,Hi i have redeem to  bata 1000 rupee's but still i have not receive,voucher
3037,hi I raised a redeem request around one month back and still no action from you people,voucher
3038,Hi,greeting
3039,Its been more than a month since I ordered my voucher haven't received it yet thanks,voucher
3040,https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1ODAyMjI3NjYxMjExODM0.png see i sent last month 3 freecharge request,voucher
3041,hello from last two months bounty bell is noy ringing,checkin
3042,hi now a days I am not even geeting a single bounty even I am passing through the client place,checkin
3043,i didn't get my freecharge voucher.,voucher
3044,"I redeemed Rs.100/- to Amazon, still not yet received any voucher. please give me feedback.",voucher
3045,I have redeemed 100 points  before 45 days for Amazon coupon  still i didn't recieve what is the issue y it takes so long time,voucher
3046,just now I referred app to my friend. but didn't received the 50 points,referral points
3047,hi,greeting
3048,I am not get installation points,checkin
3049,hi,greeting
3050,hello sir from last month onwards i am not getting daily points,checkin
3051,I have redeemed for talktime voucher but i didn't get.. on 10 feb...,voucher
3052,hello i have redeemed my points a month ago or so but i didnt get my gift voucher yey,voucher
3053,Hi i didnt get my gift voucher Its more than 40 Days,voucher
3054,i have redeemed 100 points fir Recharge but I didn't receive any voucher,voucher
3055,500 rs volture pplzzzz 1 month got over,voucher
3056,hi there after recent update i am not getting any bounty notifications,checkin
3057,hi I've a problem bounty app doesn't respond for auto checkin,checkin
3058,hii,greeting
3059,hi I want to snap a bill.. but I am not getting it...can u plz assist me where is it,snapbill
3060,hii,greeting
3061,will you guys send me voucher or not for my redemption? its been almost two months shame on you. this is the second time,voucher
3062,Hi I have a question on the rejected invoice bill,snapbill
3063,I dint received my recharge coupon,voucher
3064,Hi i didn't got any voucher for my redemption of my points it's more than 4 days https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1ODAzMDcwMTI5NDExODk1.png,voucher
3065,u spent 100 points for redeem request and i didn't get gift voucher,voucher
3066,hi,greeting
3067,hiii When I am sharing the app to earn 50 points . it is not sharing via sharit,referral points
3068,hi bounty i not getting bounty  alert daily please tell me the reason,checkin
3069,i havent recieved my freecharge voucher applied 1 month back,voucher
3070,"i just reedemed my 100 points for amazon voucher frm my other contact no 9810693110 on 5 Feb,2016...bt i didnt received it yet...u people say wait fr a week Afr redemption but its almost a month ??is it fake or what???",voucher
3071,hello how can i earn points other than referring,referral points
3072,hi,greeting
3073,hi i have entered my friend's promo code but i didn't receive 50 points,referral points
3074,i dont recive an refferal points what happend i do?,referral points
3075,hi,greeting
3076,i ve requested for freecharge voucher on 6th feb but still i didn't get the voucher ive flipkart voucher can i exchange dat with other voucher,voucher
3077,i have requested for recharge voucher no use of it,voucher
3078,hello i am not getting points so please suggest me,checkin
3079,hi why im not getting the bounty points,checkin
3080,I am not allowed to register with my phone number as it says that the number is already in use by some other person. please resolve this issue as I believe this is isn't possible as I have had this number since long and I haven't registered with this device any before,other
3081,hi i am not getting 10points in bouny,checkin
3082,hi,greeting
3083,Hi in the month of Jan I have redeem my points to recharge and Amazon voucher however till date I have not receive the same kindly confirm when can I get the voucher for my points ????,voucher
3084,i had redeemed 300 pts for a coupon for book my show weeks ago and still haven't received any credit so is anybody going to reply?,voucher
3085,i hd requested 3 gift vouchers of 100 rs n i hv not yet received then i hv also updated the app but no sign of any gift voucher,voucher
3086,hi....why it is not detecting places from one month its showing diffrent place..and not gettin bounty zones.. simply bluffing the customers,checkin
3087,"i send 100 points ,i have not receive gift voucher",voucher
3088,i had 207 points y did u oly credit 100 !! ??,other
3089,"i received a text saying there is a problem and ull receive the points back , but i just received 100 points.  i should have received 200 points , kindly check again 200 points deducted , but 100 points added back , that's what u cal investigate ?",other
3090,hi i am not getting any notification now a days even if i m there in the region,checkin
3091,I requested for a gift voucher from amazon notification was sent to me to update the app which is also done help me to claim it,voucher
3092,i am not able to get the auto check in plz help,checkin
3093,im not getting points,checkin
3094,hi,greeting
3095,"hi team, i didnt bounty check in notification what happend at you",checkin
3096,iam not able to verify my mobile number.,other
3097,hi I had ordered for a pen drive of 16GB of SanDisk on 2nd March,voucher
3098,"I have redeemed points before 15 days but haven't got any thing from u,again I reminded u, for which u apologized n said in 4 working days the voucher will be in account but from then till now 6 working got over, u haven't stood on ur commitment. do u give false assurance to people n waste there time??",voucher
3099,Hi,greeting
3100,hai bounty team where is flipkart voucher please replay me back why i am not getting the daily checking points very good evening,voucher
3101,hi,greeting
3102,i am not getting bounty rewards since a few days,checkin
3103,sir i have uploaded 3 bills but i have got only 20 points instead of 60 ok,snapbill
3104,i am not getting checkin alerts..why??before 3 days i always got many alerts at same place.bt nowadays i am not getting alerts at same place.,checkin
3105,hi,greeting
3106,i have one amazon coupoun number can u send me coupoun details,voucher
3107,i am not getting bounty points for recent checkins,checkin
3108,Hello I am not receiving any alarms,checkin
3109,hiii still I didn't receive my confirmation,voucher
3110,Hi I have redeem 100 in freecharge but still i didt get the voucher Ad im not getting any  points,voucher
3111,hi bounty,greeting
3112,can i change my mobile number for delivery of products,other
3113,the address which I have provided is correct. I'm getting all other orders did through online services properly. how the hell can you tell that it's a invalid address.?,other
3114,I don't see any points credited back in my account.,other
3115,# Flipkart No,voucher
3116,"#Address Raghunath Jarang, FlatNo:20, Nischal Castle, Kondapur Cross, Near Balaji Fresh, Hyderabad, Telangana, Pincode - 500043",other
3117,ordered an item MGURU earphones,voucher
3118,waste of time,noclass
3119,hai,greeting
3120,hi,greeting
3121,hi,greeting
3122,hi I still did not get gift,voucher
3123,i need recharge voucher,more reward options
3124,i got 100 points and i want to use them for recgarge,more reward options
3125,i got 100 points and i want to use them for recgarge,more reward options
3126,recharge,more reward options
3127,recharge,more reward options
3128,i have forgotten my mobile no for this app my email id is zutshi.bhavesh@gmail.com,other
3129,hi,greeting
3130,I had applied for women's wallet on June 20th,voucher
3131,neither i got pvr voucher... nor bounty,voucher
3132,bounty points*,noclass
3133,May I Plz know when will I get it,voucher
3134,it's already placed,voucher
3135,I havs not received till day first redeemed products only,voucher
3136,"Hi, good morning",greeting
3137,"may I know Whare is flipkart gift vouchers,",voucher
3138,last month I request my gift vouchers,voucher
3139,this not correct way of doing business,other
3140,hi,greeting
3141,"#Address Vinayaka B C, Mastercom Technology Services,  2nd Floor , No. 1, Uma Admiralty, Bannerghatta Road, Panduranga Nagar, Bengaluru, Karnataka 560029

Landmark: Above HDFC Bank
Mob: 8880209777",other
3142,i got a notification saying your item couldn't be delivered due to invalid address. please provide valid address. so I'm sending address,other
3143,when you will post add flikart and amezon,more reward options
3144,#FlipkartYes,voucher
3145,"#address. Anuradha.        No 24, 2nd floor,1st cross, 1st main, vysya bank colony, btm 2nd stage, bangalore 560076.    phone no :9945091101",other
3146,hello bounty could you please change my printvenu gift card to eBay,other
3147,hi,greeting
3148,Hi,greeting
3149,i redeemed flipkart voucher on 12 june,voucher
3150,did you recieve my screenshot,noclass
3151,#Flipkart NO,voucher
3152,can you help me with the issue,noclass
3153,163361,noclass
3154,when points will be add,other
3155,hi.,greeting
3156,the product will be delivered on weekdays?,other
3157,then i will give my office address.,other
3158,hi,greeting
3159,hi,greeting
3160,i have redeemed 649 points for butterfly women wallet on 28th june but still i could not get that. please solve out this problem.,voucher
3161,i have redeemed 649 points for butterfly women wallet on 28th june but still i could not get that. please solve out this problem.,voucher
3162,hi...bounty team..,greeting
3163,im daily uploading bills but im not getting any points..,snapbill
3164,"i have sent the screen shot, just check it",noclass
3165,i want to know about the status of my flipkart voucher,voucher
3166,How to add my bounty rewards in flipkart ?,more reward options
3167,#Flipcart No,voucher
3168,Flipkart No,voucher
3169,I dont want amazon voucher,voucher
3170,Hi.. May i  know why my points are in negative,other
3171,hello,greeting
3172,hi,greeting
3173,yesterday praveen said send the Amazon gift vouchers,voucher
3174,now u can see,noclass
3175,hi,greeting
3176,#Bounty engraved pen,voucher
3177,helo,greeting
3178,refund of my points,other
3179,i am unable to see reverse points in my account,other
3180,hi,greeting
3181,this is regarding my redeem points,voucher
3182,you asked for address,other
3183,hi,greeting
3184,this my request,noclass
3185,Regnent software solutions.. jeevanbeema nagar..Bangalore ..10th main.560075,other
3186,this my address,other
3187,plz send amazon vouchers for 500points,voucher
3188,I have registered with 99 59 045349,other
3189,hi,greeting
3190,i Requested for nano sim adaptor for my points. i gpt alert that nano sim adaptor will not be given and points will be given back to my account. but i have not received my points back,other
3191,*got,noclass
3192,hii,greeting
3193,just need one confirmation,noclass
3194,flipkart voucher will come or not again?,voucher
3195,if am sharing the app link and if one of my friend installed means i could get 50 points right?,referral points
3196,but i didn't get it,noclass
3197,no i mean...for redeem,noclass
3198,eta means,noclass
3199,"actually i ordered a bag women slig baga..on june 22 ,they respond yesterday , please proper address.. in chat..",voucher
3200,yesterday also u said like,noclass
3201,that,noclass
3202,vouchers,voucher
3203,Hi Praveen i am not getting,noclass
3204,hi,greeting
3205,are you there,greeting
3206,I have requested for Amazon voucher,voucher
3207,it's been more than a month,voucher
3208,ok,noclass
3209,thanks,thanks
3210,thank q bounty,thanks
3211,"I Have ordered earphones with redemption of 299 points,but still didn't received any intimation about it",voucher
3212,Hi,greeting
3213,I have requested for a Gift voucher worth 100 on February,voucher
3214,i haven't got it till now,noclass
3215,#flipkart yes,voucher
3216,hi,greeting
3217,but i have not received those points or it is not updated. so request you to please check once,other
3218,Hi from past two days am not geting my checkin points,checkin
3219,hi,greeting
3220,yah,noclass
3221,I saw,noclass
3222,thanks,thanks
3223,i have not received any update regarding my shocks which i have ordered 3 weeks ago,voucher
3224,ok,noclass
3225,hi,greeting
3226,do u take so long time to get your executive online,other
3227,please do not copy paste the same message..been more than 15 min i holding screen,other
3228,i hve ordered shocks 3weeks ago but still no update,voucher
3229,it has already been placed..it was not a coupon but a direct order  and now you say you cannot see,voucher
3230,ok,noclass
3231,already a point has been deducted 300 points,voucher
3232,can i get escalation email id..if you cannot help me out,other
3233,"#Address Vinayaka B C, Mastercom Technology Services,  2nd Floor , No. 1, Uma Admiralty, Bannerghatta Road, Panduranga Nagar, Bengaluru, Karnataka 560029

Landmark: Above HDFC Bank
Mob: 8880209777",other
3234,useless,other
3235,please check the previous message maya,noclass
3236,hi bounty,greeting
3237,hi bounty,greeting
3238,hello,greeting
3239,Will you be able to refund 100 points back to my account??,other
3240,I have 700 rs in my bounty account and i wish to redeem them,other
3241,hiii,greeting
3242,hi,greeting
3243,thanks praveen sir,thanks
3244,#Flipkart No,voucher
3245,when will i get these points,other
3246,hello,greeting
3247,tq,thanks
3248,Maya - i have encashed some points for a ladies hand purse.,voucher
3249,hello,greeting
3250,please connect this chat with Praveen. he is handling this issue,other
3251,hello,greeting
3252,"connect this chat to Praveen, he is handling this issue",greeting
3253,hi,greeting
3254,can i get thise,greeting
3255,are you  there,greeting
3256,the voucher cards received are not working????,voucher not working
3257,and u sent them after a long period of time and yet they wont work,voucher not working
3258,whats the meaning of it??????,noclass
3259,hi I had discounted my points to get domino's pizza,voucher
3260,can you please update me when I would get?,voucher
3261,hello,greeting
3262,i have a problem with verification of my mobile number,other
3263,i have sent many mails and your busy recharging ninjas haven't taken care of your so valuable customers,other
3264,so better keep a check of that because i am so annoyed by the way bounty is treating me,other
3265,Hi,greeting
3266,I just want to know how to reedeem my bounty points,other
3267,hi,greeting
3268,hello,greeting
3269,i ordered socks,voucher
3270,in how many days will delivered mi,voucher
3271,ok,noclass
3272,hai bounty,greeting
3273,ha i refer bounty app for my friend but i can't receive points,referral points
3274,kk,noclass
3275,hello,greeting
3276,am ordering headset but i didnot get any confirmation,voucher
3277,thanks,thanks
3278,sry am not understand,noclass
3279,i want confirmation,voucher
3280,order is placed or not,voucher
3281,Hi,greeting
3282,How it works,other
3283,mam am ordered headset four days before but am didnot get any information on that,voucher
3284,four days am ordered headset plezz send updates,voucher
3285,but my points 299 detected,voucher
3286,my 299 points are detected,voucher
3287,plez send headset other wise i will send feed back,voucher
3288,but who can detected my points,voucher
3289,this is worst app,other
3290,i will send feedback,other
3291,i want explanation,noclass
3292,hey goto hell,noclass
3293,what the hell,noclass
3294,how many times am elaborate are you mad,noclass
3295,are you playing games with me,noclass
3296,what hell is this,noclass
3297,"i raided issue, still not got points",other
3298,can u pls process my redeem request,voucher
3299,its ok. u can send me amazon vouchers.,voucher
3300,I requested for green tee packet,voucher
3301,hi bounty,greeting
3302,"what happened to useful coupons like book my show, flipkart",more reward options
3303,"amazon, snapdeal etc",more reward options
3304,hi,greeting
3305,why u r not providing vouchers,voucher
3306,Maya,greeting
3307,hello,greeting
3308,why they removed Amazon,more reward options
3309,amazon yes,voucher
3310,Hi,greeting
3311,hello,greeting
3312,hi,greeting
3313,good afternoon,greeting
3314,yes i got it. Thanks,thanks
3315,waste of time old offers is the best now it is waste,more reward options
3316,but i hv reedeemed 100 points on,voucher
3317,hey,greeting
3318,test,noclass
3319,i have not received flipkart coupon for 100 rs. so i complained instead of flipkart they will send amazon coupon for 100 rs.,voucher
3320,I use my friend code no points added,referral points
3321,ok,noclass
3322,#Flipcart Yes,voucher
3323,"I got this message we could not deliver your Flipkart voucher of Rs 100 due to some unforeseen and unavoidable circumstances. Instead we offer you Amazon voucher of the same denomination. If you do not wish to avail Amazon 100 voucher, we shall refund your points which you can use to redeem against other available options in the app. Please let us know your decision through in app chat using the tag #Flipkart Yes OR #Flipkart No.",voucher
3324,I got only additional 20 not 100 points of voucher,other
3325,thank you bhagat,thanks
3326,how to use points,other
3327,any updates??,voucher
3328,hi,greeting
3329,hello,greeting
3330,i haven't received 100 points for nano sim not delivered,other
3331,How to use points,other
3332,i had placed an order of sim adapter By using 100 bounty points,voucher
3333,the order got cancelled,voucher
3334,hi,greeting
3335,how ill send snap of bill,other
3336,assalamualaikum,greeting
3337,how many days will it take??,voucher
3338,ok,noclass
3339,. thanks,thanks
3340,hey,greeting
3341,i recently bought pvr gift coupon the validty is till 25th july but i tried today it says expired,voucher not working
3342,i have already requested,voucher
3343,i want to book a redmi note3,noclass
3344,i have redeemed my points by buying a ladies butterfly bag.,voucher
3345,hi,greeting
3346,i would like to change my mobile num registered with bounty,other
3347,hai,greeting
3348,what is the status.?,voucher
3349,what is the status.?,voucher
3350,what is the status.?,voucher
3351,what is the status.?,voucher
3352,what is the status.?,voucher
3353,hi,greeting
3354,thanks,thanks
3355,tell me how to use points,other
3356,thanks praveen,thanks
3357,hi,greeting
3358,why i got my Flipkart redeem points back to me??,voucher
3359,Hi purchase Adidas socks but still did not getting,voucher
3360,"amazon, ebay not available on screen since last 3 weeks. how much we wait for that please say that",more reward options
3361,but i don't have better redeeming offers now,more reward options
3362,hj,greeting
3363,hi,greeting
3364,helw,greeting
3365,there is no useful websites in list,more reward options
3366,pls provide e commerce websites for gift vouchers,more reward options
3367,loke amazon flipkart and ebay,more reward options
3368,in rewards page there is no usefull things,more reward options
3369,when will u add e commerce websites in rewards page,more reward options
3370,Maya r there,greeting
3371,do u know telugu language,noclass
3372,am trying to use the coupun code but it os showing that coupon has been already used,voucher not working
3373,hi praveen,greeting
3374,in rewards page there is no usefull sites,more reward options
3375,can u please add e commerce websites,more reward options
3376,k,noclass
3377,hi,greeting
3378,i  have redeem my 400,other
3379,but points has not been add so far,other
3380,ok thanks maya,thanks
3381,ho,greeting
3382,can i expect e commerce websites,more reward options
3383,k,noclass
3384,flipkart yes,voucher
3385,hi,greeting
3386,I have bill how can I upload it now,other
3387,am not getting bounty points from one week,checkin
3388,I want to get amazon gift coupon worth 100/-,other
3389,okay,noclass
3390,hello,greeting
3391,I didn't receive my amazon gift voucher,voucher
3392,what?,noclass
3393,please provide Amazon voucher rs.100. if possible deduct another rs.100 and provide rs.200 amazon gift voucher,voucher
3394,hello points not returned,other
3395,hello points not returned,other
3396,hi,greeting
3397,can i use my reward points to mobile recharges,more reward options
3398,k k maya . Thank u,thanks
3399,Hello,greeting
3400,I have not got my referral credits,referral points
3401,Where should I enter the otp,other
3402,can u pls help me,greeting
3403,I need to redeem my points so I have to put otp,other
3404,# flipkart yes,voucher
3405,I want to redeem my points but I am not getting where should I fill otp,other
3406,points not refunded,other
3407,Hello,greeting
3408,#Flipkart Yes,voucher
3409,I applied flipkart coupon,voucher
3410,u credited my points back???,other
3411,k thanks,thanks
3412,I want to redeem my points in Flipkart.But there is no Flipkart how long it takes to back in,more reward options
3413,hi maya,greeting
3414,hi i am not getting points,checkin
3415,i referred 2 friends already they installed and i given my reference code also but i didn't got any reward points,referral points
3416,i have said no to flipkart GV.when will i get my 100 points back??,other
3417,Hi,greeting
3418,hai,greeting
3419,i have  64  points in bounty how to recharge mobile with that money,more reward options
3420,#Flipkart No,voucher
3421,hi,greeting
3422,Hello I have redeemed for mguru head set and placed order I didn't receive the confirmation message,voucher
3423,but 299 points got deducted how,voucher
3424,okay,noclass
3425,may i know how many days,voucher
3426,i am not going to be at the given address from 24 th onwards,other
3427,k,noclass
3428,thank u,thanks
3429,rply me for my question,other
3430,Hi,greeting
3431,hi,greeting
3432,i am apply 100 and 100 points  but not received vouchers,voucher
3433,no credit my account,other
3434,k,noclass
3435,hi,greeting
3436,i redeem one request i want to know the status of that,voucher
3437,when amazon available in bounty,more reward options
3438,Please back Amazon and flipkart .....,more reward options
3439,"may I know about amazon vochers ,when will u put in our bounty",more reward options
3440,I want recharge,more reward options
3441,I need vouchers of Amazon,more reward options
3442,how to recharge,more reward options
3443,can i know when flipkart or amazon,more reward options
3444,awaiting amazon coupon,more reward options
3445,Are Flipkart vouchers available now?,more reward options
3446,this is srikanth,greeting
3447,Thank u Praveen... I requested this fr my Wife.,thanks
3448,please do something for my coupan mr praveen,voucher
3449,please do something for my coupan mr praveen,voucher
3450,please do something for my coupan mr praveen,voucher
3451,no nothing thanks.,thanks
3452,hiiiiii,greeting
3453,hiii,greeting
3454,hiii,greeting
3455,hiii,greeting
3456,hiii,greeting
3457,hii,greeting
3458,hii,greeting
3459,hii,greeting
3460,"Hi...!
Good Afternooon :)  #bountyhunter",greeting
3461,"Hi..!
Good Afternooon :)  #bountyhunter",greeting
3462,Hi..,greeting
3463,"Hi, Naveen are you there?",greeting
3464,"Hi,",greeting
3465,"Hi,",greeting
3466,"Hi,",greeting
3467,"Hi,",greeting
3468,"Hi,",greeting
3469,"Hi,",greeting
3470,"Hi,",greeting
3471,"Hi,",greeting
3472,"Hi,",greeting
3473,"Hi,",greeting
3474,"Hi,",greeting
3475,"Hi,",greeting
3476,"Hi,",greeting
3477,"Hi,",greeting
3478,"Hi,",greeting
3479,"Hi,",greeting
3480,"Hi,",greeting
3481,"Hi,",greeting
3482,"Hi,",greeting
3483,"Hi,",greeting
3484,"Hi,",greeting
3485,"Hi,",greeting
3486,"Hi,",greeting
3487,"Hi,",greeting
3488,"Hi,",greeting
3489,"Hi,",greeting
3490,"Hi,",greeting
3491,"Hi,",greeting
3492,"Hi,",greeting
3493,"Hi,",greeting
3494,"Hi,",greeting
3495,"Hi,",greeting
3496,"Hi,",greeting
3497,"Hi Venu, good evening.",greeting
3498,hi this is sreekar,greeting
3499,hi team,greeting
3500,"Hi Sridevi, are you there?",greeting
3501,"Hi Ramesh, thank you for your time ,",thanks
3502,hi praveen,greeting
3503,hi good morning,greeting
3504,hi ghagat,greeting
3505,Hi Gangadhar are you there?,greeting
3506,"Hi again...!
Good Afternooon :)  #bountyhunter",greeting
3507,hi,greeting
3508,hi,greeting
3509,Hi,greeting
3510,hi,greeting
3511,hi,greeting
3512,hi,greeting
3513,hi,greeting
3514,hi,greeting
3515,hi,greeting
3516,hi,greeting
3517,hi,greeting
3518,hi,greeting
3519,hi,greeting
3520,hi,greeting
3521,hi,greeting
3522,hi,greeting
3523,hi,greeting
3524,hi,greeting
3525,hi,greeting
3526,hi,greeting
3527,hi,greeting
3528,hi,greeting
3529,hi,greeting
3530,hi,greeting
3531,hi,greeting
3532,hi,greeting
3533,Hi,greeting
3534,Hi,greeting
3535,Hi,greeting
3536,hi,greeting
3537,Hi,greeting
3538,Hi,greeting
3539,hi,greeting
3540,hi,greeting
3541,hi,greeting
3542,hi,greeting
3543,hi,greeting
3544,hi,greeting
3545,hi,greeting
3546,hi,greeting
3547,hi,greeting
3548,hi,greeting
3549,hi,greeting
3550,hi,greeting
3551,Hi,greeting
3552,hi,greeting
3553,hi,greeting
3554,hi,greeting
3555,hi,greeting
3556,hi,greeting
3557,Hi,greeting
3558,hi,greeting
3559,hi,greeting
3560,hi,greeting
3561,hi,greeting
3562,hi,greeting
3563,i had requested for one item worth 100 reward point,voucher
3564,but its has not delivered to me,voucher
3565,there is something wrong with bounty. when I go to 'places',other
3566,"when I go to 'places' and try to search for the places, and try to input the name of the place, the keypad goes away.",other
3567,my refered points still not came i already raised this issue,referral points
3568,Hi please update flipkart and Amazon in Bounty Profile,more reward options
3569,recently I've send a screenshot,other
3570,i haven't received any points,other
3571,kya chutiyon ki team hai be,noclass
3572,hello maya,greeting
3573,"i want some shopping apps like amazon, flipkart, eBay",more reward options
3574,Redeemed my ponit and got mguru hands free but product is not in gud condition,other
3575,How will you update me??,noclass
3576,i need to know how my voucher expired,voucher not working
3577,I tried to use the voucher clearly within a month,voucher not working
3578,but y you people taken out the flipkat and Amazon,more reward options
3579,yiu there Maya ?,greeting
3580,i am using LG G3 handset .. i am not able to redeem my points,other
3581,it will ask for enter 10 digit mobile number .. after that keys wont be visible to enter the mobile num..,other
3582,not come my 100 points,other
3583,amazon 100 coupon whn i apply it is saying alrwady redeemed,voucher not working
3584,"i have redeemed 100 points in flipcart but till now i did not get coupon,and bounty says instead of flipcart coupon they will provide amazon coupon",voucher
3585,hello,greeting
3586,hey,greeting
3587,good morning,greeting
3588,hello. let me know the status of my order pls,voucher
3589,hi,greeting
3590,hi,greeting
3591,will anyone update me on my request,voucher
3592,repl,noclass
3593,hi,greeting
3594,hi,greeting
3595,praveen i received the product,noclass
3596,but its not in gud condition,other
3597,waiting,noclass
3598,hi,greeting
3599,mrng,greeting
3600,what nonsense,noclass
3601,it keeps disconnecting the chat,noclass
3602,mguru headset,voucher
3603,its not in gud condition,other
3604,what about shipping charges?,noclass
3605,hi,greeting
